name,url,rating,address,total_reviews,cuisine,price,neighborhood,website,email,phone,review_rating,review_description,review_dine_date,marketing_url,marketing_id
Yakuza Lounge,http://www.opentable.com/yakuza-lounge?scpref=110&tab=2,4,"5411 NE 30th Ave Portland, OR  51490 ",53,Asian,$30 and under,Downtown Portland - NE,http://yakuzalounge.com,info@yakuzalounge.com,(503) 450-0893,4.0 / 5,"Wonderful... Open, modern, simple decor... The ribs are spectacular succulent, fall off.the bone, amazing Sauce. Presentation was lovely. Inventive cocktails. Our wait person was attentive but not intrusive. A great experience that will be repeated.",8/17/12,http://www.pickgrapevine.com/wantmore2/yakuza-lounge,yakuza-lounge
Gruner,http://www.opentable.com/gruner?scpref=110&tab=2,4.2,"527 SW 12th Ave Portland, OR  97205 ",153,German,$31 to $50,Downtown,http://www.grunerpdx.com,inquiries@grunerpdx.com,(503) 241-7163,4.2 / 5,"We had spent time in Bavaria and loved the better-than-native dishes prepared at Gruner. Our server was excellent in explaining and recommending wine and food pairings. We were more than pleased with the fresh tomato salad, charcuterie, and the lamb and duck entrees. What a welcome change from the excellent but now common fresh food NW cuisine in Portland **** restaurants.",8/11/12,http://www.pickgrapevine.com/wantmore2/gruner,gruner
Metrovino,http://www.opentable.com/metrovino?scpref=110&tab=2,4.1,"1139 NW 11th Avenue Portland, OR  97209 ",101,Northwest,$31 to $50,Pearl District,http://www.metrovinopdx.com,inquiries@metrovinopdx.com,(503) 517-7778,4.1 / 5,"I took my husband here for his birthday. We loved it! Everything was delicious, and very beautifully presented. This place is a keeper!",8/11/12,http://www.pickgrapevine.com/wantmore2/metrovino,metrovino
decarli,http://www.opentable.com/decarli?scpref=110&tab=2,4.3,"4545 SW Watson Ave Beaverton, OR  97005 ",119,Italian,$30 and under,Beaverton,http://www.decarlirestaurant.com,jana@decarlirestaurant.com,(503) 641-3223,4.3 / 5,"Too loud, they didn't do anything special that I request for our anniversary and they mixed our drinks up.",8/17/12,http://www.pickgrapevine.com/wantmore2/decarli,decarli
Uptown Billiards Club,http://www.opentable.com/uptown-billiards-club?scpref=110&tab=2,4.7,"120 NW 23rd Avenue Portland, OR  97210 ",63,American,$30 and under,Downtown,http://www.uptownbilliards.com/,jenn@uptownbilliards.com,(503) 226-6909,4.7 / 5,"The place can be hard to spot if not for the umbrellas out front but you will not be disappointed once inside. The staff there are more than just friendly they treat you like a friend. The food is great (brie and four mushrooms pizza is awesome!)and the prices are very reasonable for such a beautifully decorated place. There's also billiard tables but you don't feel like you're in a pool hall. Very classy and can't wait to go back! Only bad thing, but you can say this about every place in Portland, is the parking. I ended up getting a parking ticket for a loading zone infraction. Bummer.",8/15/12,http://www.pickgrapevine.com/wantmore2/uptown-billiards-club,uptown-billiards-club
Stanford's - Clackamas,http://www.opentable.com/stanfords-clackamas?scpref=110&tab=2,3.6,"8416 SE Sunnyside Rd. Clackamas, OR  97015 ",22,American,$30 and under,Clackamas,http://www.stanfords.com,jhurd@r-u-i.com,(503) 653-9400,3.6 / 5,It being our first time to a Stanfords we had a great time and service was awesome.,8/17/12,http://www.pickgrapevine.com/wantmore2/stanfords-clackamas,stanfords-clackamas
Jake's Famous Crawfish,http://www.opentable.com/jakes-famous-crawfish?scpref=110&tab=2,4.3,"401 SW 12th Avenue Portland, OR  97205 ",320,Seafood,$31 to $50,Downtown,http://www.JakesFamousCrawfish.com,jkcr@ldry.com,(503) 226-1419,4.3 / 5,Great place to share NW cuisine with local or traveling family members and friends.,8/18/12,http://www.pickgrapevine.com/wantmore2/jakes-famous-crawfish,jakes-famous-crawfish
Jake's Grill - Portland,http://www.opentable.com/jakes-grill-portland?scpref=110&tab=2,4,"611 SW 10th Avenue Portland, OR  97205 ",143,American,$30 and under,Downtown,http://www.JakesGrill.com,jkgr@ldry.com,(503) 220-1850,4.0 / 5,we enjoyed it and the staff was wonderful,8/16/12,http://www.pickgrapevine.com/wantmore2/jakes-grill-portland,jakes-grill-portland
Five-0-Three,http://www.opentable.com/five-0-three?scpref=110&tab=2,4.1,"21900 Willamette Dr West Linn, OR  97068 ",23,American,$30 and under,West Linn,http://www.restaurant503.com/,jmcewan@restaurant503.com,(503) 607-0960,4.1 / 5,"The food quality is very good and prepared in clever ways. It is priced properly. This is a great go-to restaurant for a fresh, simple, tasty meal. We continue to return and always find delicious specials featuring seasonal foods.",7/22/12,http://www.pickgrapevine.com/wantmore2/five-0-three,five-0-three
Nora's Table,http://www.opentable.com/noras-table?scpref=110&tab=2,3.8,"110 Fifth St Hood River, OR  97031 ",18,Contemporary American,$30 and under,Hood River,http://norastable.wordpress.com/,kathy@norastable.com,(541) 387-4000,3.8 / 5,Ask for outdoor dining and was place at a table in front of the restaurant on the street. Very noisey. For some reason picked a steak and it was fair at best. Tough with little flavor.,7/31/12,http://www.pickgrapevine.com/wantmore2/noras-table,noras-table
Newport Bay - Tanasbourne,http://www.opentable.com/newport-bay-tanasbourne?scpref=110&tab=2,3.9,"2865 NW Town Center Loop Beaverton, OR  97006 ",21,Seafood,$30 and under,Beaverton,http://www.newportbay.com,kconnelly@r-u-i.com,(503) 645-2526,3.9 / 5,This location is best for meeting family from multiple locations. The whole dining experience is great.,7/12/12,http://www.pickgrapevine.com/wantmore2/newport-bay-tanasbourne,newport-bay-tanasbourne
Adobe Resort - Oregon,http://www.opentable.com/adobe-resort-oregon?scpref=110&tab=2,3.9,"1555 Hwy 101 Yachats, OR  97498 ",24,Northwest,$30 and under,Yachats,http://www.adoberesort.com,kwick@adoberesort.com,(541) 547-5820,3.9 / 5,Been going there for years and never have been disappointed.,8/12/12,http://www.pickgrapevine.com/wantmore2/adobe-resort-oregon,adobe-resort-oregon
Le Bouchon,http://www.opentable.com/le-bouchon?scpref=110&tab=2,4.1,"517 NW 14th Ave Portland, OR  97209 ",25,French,$30 and under,Downtown Portland - NW,http://bouchon-portland.com/,lebouchonportland@gmail.com,(503) 248-2193,4.1 / 5,"Three 20+ year olds, two 40+ year olds and a 12 year old were all impressed by the quality of food and the quality of service. Enough said.",8/10/12,http://www.pickgrapevine.com/wantmore2/le-bouchon,le-bouchon
Red Star,http://www.opentable.com/red-star?scpref=110&tab=2,4.1,"503 SW Alder St. Portland, OR  97204 ",44,American,$31 to $50,Downtown,http://www.redstartavern.com,lemmy.cooper@redstartavern.com,(503) 222-0005,4.1 / 5,"My wife and I had a very special evening celebrating and our dinner at Red Star was superb!Our waiter, Rusty, was energetic, entertaining and very informative about weaving our way through the dining experience.He did an amazing job and at the end of dinner we discovered that he only recently started working at the Red Star. His level of service and knowledge of the menu rivaled that of the servers at Jake's!",4/27/12,http://www.pickgrapevine.com/wantmore2/red-star,red-star
Silk Vietnamese Restaurant,http://www.opentable.com/silk-vietnamese-restaurant?scpref=110&tab=2,3.9,"1012 NW Glisan St Portland, OR  97209-3246 ",37,Vietnamese,$30 and under,Pearl District,http://www.phovanrestaurant.com/silk/Default.htm,liz@phovanpdx.com,(503) 248-2172,3.9 / 5,"I normally enjoy Silk and conside myself a semi-regular there. The food is good and the cocktails are tasty. But the service just gets slower and slower every time I go. On the most recent visit the server announced on our arrival that it was ""a bit slow for a first Thursday"". Despite it being slower than they had anticipated, the service was still glacial. Drinks took 15 minutes to arrive, and the food was a long time coming too.Come on, Silk. You have a decent product here: yummy food and drinks. But you really have got to fix the service. It's not just slowness. Your people really just aren't on the ball, and walk past tables multiple times when drinks glasses are empty or plates need clearing. Time for retraining I think.",8/2/12,http://www.pickgrapevine.com/wantmore2/silk-vietnamese-restaurant,silk-vietnamese-restaurant
Davis Street Tavern,http://www.opentable.com/davis-street-tavern?scpref=110&tab=2,4,"500 NW Davis Street Portland, OR  97209 ",61,Northwest,$30 and under,Downtown Portland - NW,http://www.davisstreettavern.com,mail@davisstreettavern.com,(503) 505-5050,4.0 / 5,We went for lunch and it was very good. The only bad thing was they had music going and volume was too loud. It was hard to talk.,8/1/12,http://www.pickgrapevine.com/wantmore2/davis-street-tavern,davis-street-tavern
Jamison,http://www.opentable.com/jamison?scpref=110&tab=2,4.1,"900 NW 11th Portland, OR  97209 ",93,American,$30 and under,Pearl District,http://www.jamisonpdx.com,mail@jamisonpdx.com,(503) 972-3330,4.1 / 5,"The food was phenomenal. The tuna tartare was fresh and the flavors blended so well. The staff is very friendly, and extremely knowledgeable. We'll definitely go back.",8/18/12,http://www.pickgrapevine.com/wantmore2/jamison,jamison
Rivershore Bar & Grill,http://www.opentable.com/rivershore-bar-and-grill?scpref=110&tab=2,3.1,"1900 Clackamette Drive Oregon City, OR  97045 ",7,Steak,$30 and under,Oregon City,http://www.rivershorerestaurant.com,manager@rivershorerestaurant.com,(503) 655-5155,3.1 / 5,"Difficult to find parking was our first impression. We had made reservations, but weren't asked when we arrived. Server brought the 'lemon water' I requested without lemon--twice. Every other table got bread; we had to ask for ours. The entrees took a LONG time to come. The food was average, nothing special. The salmon with lobster sauce that I had was the special. It tasted like BBQ sauce, but the salmon was pretty good. I would consider coming back for lunch if we got an outdoor table; but, probably won't come back for dinner. Unimpressive,",5/18/12,http://www.pickgrapevine.com/wantmore2/rivershore-bar-and-grill,rivershore-bar-and-grill
Vindalho,http://www.opentable.com/vindalho?scpref=110&tab=2,4.3,"2038 SE Clinton St Portland, OR  97202 ",96,Indian,$30 and under,Southeast Portland,http://www.vindalho.com,manager@vindalho.com,(503) 467-4550,4.3 / 5,"What an amazing place! We were very impressed with the food and service. We will be back, and back, and back again.",8/11/12,http://www.pickgrapevine.com/wantmore2/vindalho,vindalho
23 Hoyt,http://www.opentable.com/23-hoyt?scpref=110&tab=2,3.9,"529 NW 23rd Ave Portland, OR  97210 ",28,Contemporary American,$30 and under,Downtown Portland - NW,http://www.23hoyt.com,matt@23hoyt.com,(503) 445-7400,3.9 / 5,"We waited 15 minutes to have our orders taken. My wife and I each ordered a salad and a starter. It took about 20 minutes to get the salads, and 40 additional minutes to get our starters. Diners who arrived after us and ordered dinner entres received their food before we did. The waiter said that the manager apologized for the delay (didn't visit us in person) and that they'd give us 1 free dessert. Their dessert menu had 3 items. We were really disapointed, because we loved the ambience but received such poor service. I'd even written a note in my reservation that it was my wife and I's anniversary!",8/10/12,http://www.pickgrapevine.com/wantmore2/23-hoyt,23-hoyt
Mingo,http://www.opentable.com/mingo?scpref=110&tab=2,4.4,"12600 SW Crescent St. Beaverton, OR  97005 ",101,Italian,$31 to $50,Beaverton,http://www.mingowest.com,mingo@mingowest.com,(503) 646-6464,4.4 / 5,"It's one of my favorite restaurants in the burbs. The staff is welcoming, warm, friendly, and offer great service.",8/10/12,http://www.pickgrapevine.com/wantmore2/mingo,mingo
Castagna,http://www.opentable.com/castagna?scpref=110&tab=2,4.4,"1752 SE Hawthorne Blvd Portland, OR  97214 ",54,American,$50 and over,Downtown Portland - SE,http://www.castagnarestaurant.com/,monique@castagnarestaurant.com,(503) 231-7373,4.4 / 5,"We came to celebrate our 30th wedding anniversary here and were not disappointed. What a joy to sit down with our group of friends and have our very attentive waiter start bringing us delicious and creative little nibbles. Creative combinations, fabulous textures, and beautiful presentation all came together in very delicious and exciting food. The wine selection looked fabulous, however we brought our own bottles, and to our great surprise, the restaurant comped our corkage as an anniversary gift to us. All in all, a very lovely evening at a very special restaurant!",8/15/12,http://www.pickgrapevine.com/wantmore2/castagna,castagna
Newport Seafood Grill - Salem,http://www.opentable.com/newport-seafood-grill-salem?scpref=110&tab=2,4,"1717 Freeway Ct. N.E. Salem, OR  97303 ",5,Seafood,$30 and under,Salem,http://www.newportseafoodgrill.com,mseils@r-u-i.com,(503) 315-7100,4.0 / 5,"Service was mediocre. I had to ask three times for a refill of iced tea, and by the time they brought it I had finished my dinner. When we arrived, we waited 4 minutes for anyone to come to the front and greet us. The bartender and one server looked directly at us but didn't even acknowledge our existence. The food was done wrong the first time, but they quickly made it right. Food was good so I'll give them another chance, but the service will definitely need to step up a notch!",7/29/12,http://www.pickgrapevine.com/wantmore2/newport-seafood-grill-salem,newport-seafood-grill-salem
McCormick & Schmick's Harborside - Portland,http://www.opentable.com/mccormick-and-schmicks-harborside?scpref=110&tab=2,4,"0309 SW Montgomery Portland, OR  97201 ",226,Seafood,$30 and under,Downtown,http://www.McCormickandSchmicks.com/Portland,mspo@ldry.com,(503) 220-1865,4.0 / 5,The food and service was the best I've had in at a restaurant in a long time.,8/15/12,http://www.pickgrapevine.com/wantmore2/mccormick-and-schmicks-harborside,mccormick-and-schmicks-harborside
M & S Grill - Tigard,http://www.opentable.com/m-and-s-grill-tigard?scpref=110&tab=2,3.8,"17015 SW 72nd Avenue Tigard, OR  97224 ",122,Seafood,$30 and under,Tigard,http://www.McCormickandSchmicks.com,msti@ldry.com,(503) 684-5490,3.8 / 5,We had a wonderful dinner and our waiter was very attentive. It was our 38th wedding anniversary and they printed our anniversary date on the menu. We will certainly be back.,8/17/12,http://www.pickgrapevine.com/wantmore2/m-and-s-grill-tigard,m-and-s-grill-tigard
Smithfields,http://www.opentable.com/smithfields?scpref=110&tab=2,3.8,"36 S 2nd St. Ashland, OR  97520 ",9,Steakhouse,$31 to $50,Ashland,http://www.smithfieldsashland.com,neil@smithfieldsashland.com,(541) 488-9948,3.8 / 5,"The food hit some real high notes and some rather low notes. And service was strange for a restaurant of this quality. We ordered appetizers --- bacon beignets which were out of this world --- and a watermelon platter also delicious. Before we could finish these treats, our entree's had arrived! We hadn't finished our cocktails yet! We had selected to split (per our server's suggestion) a large portion of beef. While delicious and delicately flavored, perfectly cooked, there was a significant amount of inedible connective tissue that made for an expensive and yucky addition to the corners of our plates. A moment of judicious butchery before cooking perhaps? And mashed potatoes seemed no salt/butter. How do you serve bland potatoes?",8/4/12,http://www.pickgrapevine.com/wantmore2/smithfields,smithfields
Noble Rot,http://www.opentable.com/noble-rot?scpref=110&tab=2,4.4,"1111 East Burnside Fourth Floor Portland, OR  97214 ",104,American,$30 and under,Downtown Portland - NE,http://noblerotpdx.com,noblerotportland@gmail.com,(503) 233-1999,4.4 / 5,"What a great place! Food is great, service is fun and attentive , wonderful views , love the decor !!! All good! Our European guest was blown away, We'll be back!",8/10/12,http://www.pickgrapevine.com/wantmore2/noble-rot,noble-rot
Irving St Kitchen,http://www.opentable.com/irving-st-kitchen?scpref=110&tab=2,4.3,"701 NW 13th Ave. Portland, OR  97209 ",142,American,$31 to $50,Pearl District,http://www.irvingstreetkitchen.com,opentable@irvingstreetkitchen.com,(503) 343-9440,4.3 / 5,First time eating here and we will be back in again this week! :) Lovely little brunch with the family. Food was delicious. I can't wait to try everything else!,8/19/12,http://www.pickgrapevine.com/wantmore2/irving-st-kitchen,irving-st-kitchen
The Blacksmith Restaurant,http://www.opentable.com/the-blacksmith-restaurant?scpref=110&tab=2,4.4,"211 NW Greenwood Avenue Bend, OR  97701 ",46,Steakhouse,$30 and under,Bend,http://www.bendblacksmith.com,owners@bendblacksmith.com,(541) 318-0588,4.4 / 5,Great food and excellent service.,8/3/12,http://www.pickgrapevine.com/wantmore2/the-blacksmith-restaurant,the-blacksmith-restaurant
Hamburger Mary's,http://www.opentable.com/hamburger-marys?scpref=110&tab=2,3.9,"19 NW 5th Avenue Portland, OR  97209 ",15,Burgers,$30 and under,Old Town/Chinatown,http://www.hamburgermarys.com/pdx/,pdx@hamburgermarys.com,(503) 688-1200,3.9 / 5,"We had a largish group (12 people), and there weren't enough people on duty - it took 40 minutes before our order was taken, and another 50 minutes before we were served. Our waiter was cute and courteous, but he simply wasn't able to keep up with us and everybody else that was there that night.",8/19/12,http://www.pickgrapevine.com/wantmore2/hamburger-marys,hamburger-marys
Ping Restaurant,http://www.opentable.com/ping-restaurant?scpref=110&tab=2,4.2,"102 NW 4th Ave Portland, OR  97209 ",62,Southeast Asian,$30 and under,Downtown Portland - NW,http://www.pingpdx.com,pingrestaurant@gmail.com,(503) 229-7464,4.2 / 5,"Fabulous food, flavors just pop in your mouth. Excellent cocktails.",8/9/12,http://www.pickgrapevine.com/wantmore2/ping-restaurant,ping-restaurant
Pink Rose,http://www.opentable.com/pink-rose?scpref=110&tab=2,3.8,"1300 NW Lovejoy Portland, OR  97209 ",45,American,$30 and under,Pearl District,http://www.pinkrosepdx.com,pinkrosepdx@gmail.com,(503) 482-2165,3.8 / 5,Love every aspect of this sweet little spot...everyone that works there is so amazing and friendly!! Highly recommend this to anyone who wants to enjoy a good meal great atmosphere and great service,8/12/12,http://www.pickgrapevine.com/wantmore2/pink-rose,pink-rose
Rock Bottom Brewery - Portland,http://www.opentable.com/rock-bottom-brewery-portland?scpref=110&tab=2,3.9,"206 SW Morrison Street Portland, OR  97204 ",37,American,$30 and under,Downtown,http://www.rockbottom.com,portland@rockbottom.com,(503) 796-2739,3.9 / 5,The restaurant was too noisy. We took some family from out of town to dinner there and we had trouble carrying a conversation. It was way too loud around us. Wouldn't go back for interactions.,8/10/12,http://www.pickgrapevine.com/wantmore2/rock-bottom-brewery-portland,rock-bottom-brewery-portland
Ruth's Chris Steak House - Portland,http://www.opentable.com/ruths-chris-steak-house-portland?scpref=110&tab=2,4.4,"850 SW Broadway Portland, OR  97205 ",50,Steak,$31 to $50,Downtown,http://www.ruthschris.com/Steak-House/4095/Portland,portland@ruthschris.com,(503) 221-4518,4.4 / 5,We love Ruth's for that special romantic evening. We went recently for or two year anniversary. Amazing streak and we lived the spicy lobster appetizer! Extremely convenient parking with the valet service that they will just add to your bill. Expect on spending close to$200 for a couple if you have drinks and appetizers. I love the Manhattan.,8/10/12,http://www.pickgrapevine.com/wantmore2/ruths-chris-steak-house-portland,ruths-chris-steak-house-portland
Daily Grill - Portland,http://www.opentable.com/daily-grill-portland?scpref=110&tab=2,3.9,"750 SW Alder St. Portland, OR  97205 ",29,Steak,$30 and under,Downtown,http://www.dailygrill.com,Portlanddg@thegrill.com,(503) 294-7001,3.9 / 5,Daily grill is only worth going to if you are staying at the Westin and do not have the energy to go elsewhere. With a few exceptions in the bar area most of the wait staff are slower than what I would expect. Also the food is a little pricey for what it is.,8/13/12,http://www.pickgrapevine.com/wantmore2/daily-grill-portland,daily-grill-portland
3 Doors Down,http://www.opentable.com/3-doors-down?scpref=110&tab=2,4.2,"1429 SE 37th Portland, OR  97214 ",65,Italian,$30 and under,Southeast Portland,http://www.3doorsdowncafe.com,reservations@3doorsdowncafe.com,(503) 236-6886,4.2 / 5,"The food and waiter service were fantastic! But there was some odd things that didn't sit well with me. We put ""birthday party!"" on the notes in the reservation, and either they didn't notice or didn't think it was important. After our meal, I ordered a local brandy. I was given a glass of grappa. The waiter was quick to take the grappa back, but then a guy in a red untucked polo shirt came over and said they were out of the local brandy, and that the calvados was better. It took me a beat to realize he was the bartender! I thought it was just kind of odd.",8/9/12,http://www.pickgrapevine.com/wantmore2/3-doors-down,3-doors-down
Apizza Scholls,http://www.opentable.com/apizza-scholls?scpref=110&tab=2,4.5,"4741 SE Hawthorne Blvd. Portland, OR  97215 ",122,Pizzeria,$30 and under,Downtown Portland - SE,http://www.apizzascholls.com,reservations@apizzascholls.com,(503) 233-1286,4.5 / 5,"great dining experience, we will be back.",8/17/12,http://www.pickgrapevine.com/wantmore2/apizza-scholls,apizza-scholls
Aquariva,http://www.opentable.com/aquariva?scpref=110&tab=2,3.6,"4650 SW Macadam Ave.. Portland, OR  97239 ",80,Northwest,$30 and under,South Waterfront,http://www.aquarivaportland.com,reservations@aquarivaportland.com,(503) 802-5850,3.6 / 5,Great view - Menu was very limited.,8/4/12,http://www.pickgrapevine.com/wantmore2/aquariva,aquariva
Bentley's Grill - The Grand Hotel in Salem,http://www.opentable.com/bentleys-grill-the-grand-hotel-in-salem?scpref=110&tab=2,3.8,"291 Liberty Street SE Salem, OR  97301 ",31,Northwest,$30 and under,Salem,http://www.bentleysgrill.com,reservations@bentleysgrill.com,(503) 779-1660,3.8 / 5,the food and service was excellent as usual.,6/20/12,http://www.pickgrapevine.com/wantmore2/bentleys-grill-the-grand-hotel-in-salem,bentleys-grill-the-grand-hotel-in-salem
La Capitale,http://www.opentable.com/la-capitale?scpref=110&tab=2,4.1,"508 State Street Salem, OR  97301 ",54,French,$30 and under,Salem,http://www.LaCapitaleSalem.com,reservations@lacapitalesalem.com,(503) 585-1975,4.1 / 5,"We went here on a whim. Best decision we made. The food was fantastic. My husband, who is a chef, had the steak. To him, a steak is a steak is a steak. But THIS steak, was outstanding! It was cooked to perfection, was seasoned right and was so tender. The frites were awesome too! I had to roasted chicken which, again, was perfect. It fell off the bone.I highly recommend going. Service, food and atmosphere was great!",8/3/12,http://www.pickgrapevine.com/wantmore2/la-capitale,la-capitale
The Brickhouse - Bend,http://www.opentable.com/the-brickhouse-bend?scpref=110&tab=2,4.2,"803 SW Industrial Way Bend, OR  97702 ",42,Steakhouse,$30 and under,Bend,http://www.brickhouseco.com,Rlybeck@aol.com,(541) 728-0334,4.2 / 5,"Went with a friend to enjoy a lazy,summer evening on the outdoor pation. Waitstaff picked up on our laid back attitude and were attentive yet unobtrusive during the meal. Gazpacho ceviche appetizer was on point. Had a steak which did not disappoint in terms of quality or quantity.",8/6/12,http://www.pickgrapevine.com/wantmore2/the-brickhouse-bend,the-brickhouse-bend
Stone Cliff Inn,http://www.opentable.com/stone-cliff-inn?scpref=110&tab=2,4.1,"17900 S Clackamas River Dr Carver, OR  97045 ",122,Northwest,$30 and under,Carver,http://www.stonecliffinn.com/,rodney@stonecliffinn.com,(503) 631-7900,4.1 / 5,"I'M SORRY THEY WERE A LITTLE OVERWELMED WITH PEOPLE LAST WED. NIGHT. WE WERE THERE FOR MY DAUGHTER'S BIRTHDAY AND THE FOOD WASN'T UP TO PAR. MY DINNER ARRIVED AFTER MY FAMILY WAS FINISHED EATING. I WOULD HAVE NOT CHARGED FOR IT. MAYBE, IN THE FUTURE, THEY MIGHT OFFER THIS. STONE CLIFF IS STILL GOING TO BE ON OUR LIST OF NICE PLACES TO GO.",8/15/12,http://www.pickgrapevine.com/wantmore2/stone-cliff-inn,stone-cliff-inn
Riverview Restaurant,http://www.opentable.com/riverview-restaurant?scpref=110&tab=2,4.3,"29311 SE Stark Street Troutdale, OR  97060 ",166,Northwest,$30 and under,Gresham / Troutdale,http://yoshidariverview.com,ryan.hampton@yoshida.com,(503) 661-3663,4.3 / 5,"The goat cheese and fig crostini wasn't toasted; Tuna Roll was pretty tasteless without the super salty soy sauce. The teaspoon size clumps of candied hazelnuts in the strawberry salad could have broken a tooth. The a tomato, bean (3) squash soup was completely blah of taste. The Miso Salmon with Gingered Rice was nothing memorable. The cut of fish was so thin I was reminded of a low grade pink salmon. The broccolini was among the toughest I've ever ever eaten. The Lamb Ossobucco on a bed of parmesan polenta was completely sad. The lamb was totally overcooked, tasteless and grizzly. Of all the lamb we've eaten around the world, this was the absolute worst. The polenta was runny and not very flavorful. Our wait staff, Cassie was superb",8/17/12,http://www.pickgrapevine.com/wantmore2/riverview-restaurant,riverview-restaurant
Stanford's - Tanasbourne,http://www.opentable.com/stanfords-tanasbourne?scpref=110&tab=2,4.2,"2770 NW 188th Ave. Hillsboro, OR  97124 ",65,American,$30 and under,Hillsboro,http://www.stanfords.com,sgallaway@r-u-i.com,(503) 645-8000,4.2 / 5,Perfect table and location. Just what I asked for.,8/15/12,http://www.pickgrapevine.com/wantmore2/stanfords-tanasbourne,stanfords-tanasbourne
Slide Inn,http://www.opentable.com/slide-inn?scpref=110&tab=2,2.5,"2348 SE Ankeny Portland, OR  97214 ",4,American,$30 and under,Downtown Portland - SE,http://www.slideinnpdx.com,slideinn1@gmail.com,(503) 236-4997,2.5 / 5,"After waiting 1 1/2 hours for our dinner, we left this eatery. We did manage to snag a pretzel or 2 and someone did open our wine.",8/3/12,http://www.pickgrapevine.com/wantmore2/slide-inn,slide-inn
Stanford's - Kruse Way (Lake Oswego),http://www.opentable.com/stanfords-kruse-way-lake-oswego?scpref=110&tab=2,3.8,"14801 Kruse Oaks Blvd Lake Oswego, OR  97035 ",25,Steakhouse,$30 and under,Lake Oswego,http://www.stanfords.com,stanfords@r-u-i.com,(503) 620-3541,3.8 / 5,"We had a wonderful dinner--we were seated in an area where we were able to visit and talk and laugh and appreciate very much, the care the host took to fulfill our request for just such a table. All our needs were met and our dinner was delicious. Thank you very much.",8/15/12,http://www.pickgrapevine.com/wantmore2/stanfords-kruse-way-lake-oswego,stanfords-kruse-way-lake-oswego
The Stockpot Broiler,http://www.opentable.com/the-stockpot-broiler?scpref=110&tab=2,4.4,"8200 SW Scholls Ferry Rd Beaverton, OR  97008 ",70,American,$30 and under,Beaverton,http://www.StockpotBroiler.com,stockpot@comcast.net,(503) 643-5451,4.4 / 5,"The server was really nice. He took our picture when we asked, brought us free champaigne for our anniversary, and provided great service. The food was delicious and the guy who was giving us water kept our glasses full. Great experience",8/12/12,http://www.pickgrapevine.com/wantmore2/the-stockpot-broiler,the-stockpot-broiler
The Grant House,http://www.opentable.com/the-grant-house?scpref=110&tab=2,4,"1101 Officers Row Vancouver, WA  98661 ",139,Contemporary American,$30 and under,"Vancouver, WA",http://www.TheGrantHouse.us,suzy@thegranthouse.us,(360) 906-1101,4.0 / 5,Had requested a window seat having been there before and this was provided for us.,8/17/12,http://www.pickgrapevine.com/wantmore2/the-grant-house,the-grant-house
Tapalaya,http://www.opentable.com/tapalaya?scpref=110&tab=2,4.3,"28 NE 28th Ave Portland, OR  97232 ",27,Creole / Cajun / Southern,$30 and under,Downtown Portland - NE,http://www.tapalaya.blogspot.com/,tapalaya@gmail.com,(503) 232-6652,4.3 / 5,I took my girlfriend here for our 3 yr anniversary. We really enjoyed the music and the menu. You have a great variety of food. Very enjoyable!,8/7/12,http://www.pickgrapevine.com/wantmore2/tapalaya,tapalaya
Portland Prime,http://www.opentable.com/portland-prime?scpref=110&tab=2,4.2,"121 Southwest Third Ave. Portland, OR  97204 ",176,Steakhouse,$31 to $50,Downtown,http://portlandprime.net,Telyportlandprime@gmail.com,(503) 223-6200,4.2 / 5,"My group and I thought the food and service was fantastic, in a great setting.",8/11/12,http://www.pickgrapevine.com/wantmore2/portland-prime,portland-prime
The Painted Lady,http://www.opentable.com/the-painted-lady?scpref=110&tab=2,4.8,"201 S College St Newberg, OR  97132 ",107,Contemporary American,$50 and over,Willamette Valley/Wine Country,http://www.thepaintedladyrestaurant.com,thepaintedladyrestaurant@gmail.com,(503) 538-3850,4.8 / 5,I was very pleased with the exceptional service and the food was outstanding. We celbrated my wife's birthday there and they were very attentive to the occassion. I would definatly recomend this restaraunt if you are looking for a great dining experience.,8/18/12,http://www.pickgrapevine.com/wantmore2/the-painted-lady,the-painted-lady
Thirsty Lion at Washington Square,http://www.opentable.com/thirsty-lion-at-washington-square?scpref=110&tab=2,4.3,"10205 SW Washington Square Rd Tigard, OR  97223 ",136,Northwest,$30 and under,Tigard,http://www.thirstylionpub.com/thirsty_lion_wasq,thirstylionwsq@cegportland.com,(503) 352-4030,4.3 / 5,Great food and our waitress was absolutely amazing. Very quick service and wit. She was a joy and every person in our group of 6 had a fantastic meal.,8/17/12,http://www.pickgrapevine.com/wantmore2/thirsty-lion-at-washington-square,thirsty-lion-at-washington-square
